Date,Open,High,Low,Close,Adj Close,Volume
2018-05-31,72.599998,72.750000,71.699997,72.680000,72.680000,76400
2018-06-01,72.540001,72.879997,72.230003,72.449997,72.449997,24700
2018-06-04,72.980003,73.040001,72.730003,72.779999,72.779999,28100
2018-06-05,73.190002,73.260002,72.379997,72.730003,72.730003,29100
2018-06-06,72.790001,73.769997,72.699997,73.669998,73.669998,24900
2018-06-07,73.800003,73.940002,72.889999,73.129997,73.129997,51300
2018-06-08,72.769997,73.190002,72.330002,73.010002,73.010002,43900
2018-06-11,71.599998,72.510002,71.169998,71.849998,71.849998,46600
2018-06-12,73.169998,73.470001,72.989998,73.330002,73.330002,53300
2018-06-13,72.800003,72.959999,72.389999,72.750000,72.750000,55100
2018-06-14,73.059998,73.750000,73.059998,73.430000,73.430000,42000
2018-06-15,72.470001,72.680000,72.120003,72.570000,72.570000,112800
2018-06-18,71.169998,71.790001,71.070000,71.699997,71.699997,61900
2018-06-19,70.290001,70.849998,70.040001,70.739998,70.739998,66000
2018-06-20,70.320000,70.389999,69.849998,70.269997,70.269997,59400
2018-06-21,67.389999,67.440002,66.839996,67.089996,67.089996,198200
2018-06-22,66.949997,67.400002,66.269997,67.250000,67.250000,110000
2018-06-25,65.930000,66.190002,65.650002,66.150002,66.150002,98500
2018-06-26,65.309998,65.349998,64.500000,65.120003,65.120003,96100
2018-06-27,64.820000,65.769997,64.000000,64.190002,64.190002,119100
2018-06-28,63.730000,64.500000,63.529999,64.410004,64.410004,104300
2018-06-29,64.470001,64.709999,64.190002,64.199997,64.199997,91800
2018-07-02,65.000000,65.169998,64.370003,64.870003,64.870003,60600
2018-07-03,65.769997,65.769997,64.959999,64.989998,64.989998,44100
2018-07-05,68.470001,68.620003,68.180000,68.500000,68.500000,115000
2018-07-06,68.050003,68.379997,67.809998,68.269997,68.269997,49500
2018-07-09,68.080002,68.500000,67.989998,68.389999,68.389999,94700
2018-07-10,68.349998,68.500000,68.250000,68.430000,68.430000,41800
2018-07-11,67.050003,67.379997,66.559998,66.680000,66.680000,73400
2018-07-12,66.470001,66.949997,66.419998,66.680000,66.680000,51900
2018-07-13,66.839996,67.050003,66.580002,67.010002,67.010002,60000
2018-07-16,66.820000,67.050003,66.709999,66.849998,66.849998,45800
2018-07-17,66.699997,67.699997,66.699997,67.660004,67.660004,63900
2018-07-18,67.779999,68.059998,67.580002,67.769997,67.769997,78700
2018-07-19,67.980003,68.500000,67.750000,68.500000,68.500000,30300
2018-07-20,66.820000,67.250000,66.620003,67.129997,67.129997,33200
2018-07-23,67.349998,67.830002,67.320000,67.690002,67.690002,45500
2018-07-24,69.669998,69.779999,68.699997,68.830002,68.830002,86100
2018-07-25,67.730003,69.830002,67.300003,69.830002,69.830002,42100
2018-07-26,69.489998,69.779999,68.910004,68.910004,68.910004,75300
2018-07-27,68.669998,69.290001,68.629997,68.809998,68.809998,38200
2018-07-30,69.239998,69.750000,69.239998,69.430000,69.430000,35300
2018-07-31,69.419998,69.699997,69.099998,69.190002,69.190002,39800
2018-08-01,68.269997,68.660004,67.629997,67.900002,67.900002,62100
2018-08-02,66.830002,66.949997,66.440002,66.800003,66.800003,32400
2018-08-03,67.209999,67.559998,67.160004,67.480003,67.480003,41400
2018-08-06,67.500000,67.570000,67.129997,67.379997,67.379997,36500
2018-08-07,68.839996,68.849998,68.209999,68.379997,68.379997,39400
2018-08-08,68.529999,68.580002,68.250000,68.309998,68.309998,90700
2018-08-09,68.690002,68.790001,67.870003,68.000000,68.000000,42400
2018-08-10,65.559998,65.790001,65.050003,65.410004,65.410004,136600
2018-08-13,65.739998,65.750000,65.059998,65.239998,65.239998,62300
2018-08-14,64.089996,64.470001,63.900002,64.470001,64.470001,82800
2018-08-15,62.700001,62.939999,62.000000,62.750000,62.750000,95400
2018-08-16,62.720001,63.130001,62.700001,63.000000,63.000000,67700
2018-08-17,62.049999,63.250000,62.000000,63.209999,63.209999,36400
2018-08-20,63.270000,63.540001,63.200001,63.500000,63.500000,45600
2018-08-21,64.169998,64.970001,64.169998,64.790001,64.790001,63500
2018-08-22,63.650002,64.320000,63.580002,64.129997,64.129997,35200
2018-08-23,63.070000,63.279999,62.799999,62.849998,62.849998,35400
